Severity,City,County,State,Temperature(F),Humidity(%),Visibility(mi),Wind_Speed(mph),Precipitation(in),Weather_Condition,Junction,Stop,Traffic_Signal,daytime
2,Westminster,Orange_CA,CA,71,60,10,12,0,Fair,FALSE,FALSE,FALSE,day
2,Peoria,Peoria_IL,IL,37,96,6,3.5,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Fairview,Multnomah_OR,OR,82.9,33,10,5.8,0,Clear,TRUE,FALSE,FALSE,day
2,Lehi,Utah_UT,UT,46,44,10,0,0,Fair,FALSE,FALSE,FALSE,day
2,San Mateo,San Mateo_CA,CA,60.8,48,10,4.6,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Lexington,Fayette_KY,KY,61,78,10,15,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Beaumont,Riverside_CA,CA,83,34,10,14,0,Fair,FALSE,FALSE,FALSE,day
2,San Jose,Santa Clara_CA,CA,55.4,72,10,0,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Phoenix,Maricopa_AZ,AZ,85,15,10,12,0,Fair,FALSE,FALSE,TRUE,day
2,Escalon,San Joaquin_CA,CA,75,41,10,5.8,0,Clear,FALSE,FALSE,FALSE,twilight
2,Phoenix,Maricopa_AZ,AZ,87.1,25,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
2,New Canaan,Fairfield_CT,CT,38,51,10,10,0,Fair,TRUE,FALSE,FALSE,twilight
3,North Hills,Los Angeles_CA,CA,81,29,10,0,0,Clear,FALSE,FALSE,FALSE,day
3,Atlanta,Fulton_GA,GA,50,68,10,0,0,Clear,FALSE,FALSE,TRUE,day
3,Decatur,DeKalb_GA,GA,73.9,87,10,9.2,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Woodland,Yolo_CA,CA,53.1,77,10,4.6,0,Overcast,FALSE,FALSE,FALSE,day
3,Warrensburg,Warren_NY,NY,66,70,10,5,0,Fair,FALSE,FALSE,FALSE,day
2,Minneapolis,Hennepin_MN,MN,20,55,10,13,0,Fair,TRUE,FALSE,FALSE,night
2,Flushing,Genesee_MI,MI,37,93,7,23,0.14,Light Rain,FALSE,FALSE,FALSE,day
2,Hayward,Alameda_CA,CA,67,52,10,7,0,Fair,FALSE,FALSE,FALSE,day
3,Kansas City,Platte_MO,MO,73,93,10,10.4,0.23,Overcast,FALSE,FALSE,FALSE,day
2,Warren,Macomb_MI,MI,73.4,79,10,9.2,0,Overcast,FALSE,FALSE,TRUE,day
3,White Plains,Westchester_NY,NY,88,46,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
3,Phoenix,Maricopa_AZ,AZ,96.1,32,10,0,0,Clear,FALSE,FALSE,FALSE,night
2,Denver,Jefferson_CO,CO,57.2,77,15,4.6,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Phelan,San Bernardino_CA,CA,32,100,2,8,0,Wintry Mix,FALSE,FALSE,FALSE,night
2,Augusta,Richmond_GA,GA,84,69,10,3.5,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,San Leandro,Alameda_CA,CA,69.1,45,10,4.6,0,Clear,FALSE,FALSE,TRUE,day
3,Danville,Northumberland_PA,PA,33.1,85,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Brooklyn,Kings_NY,NY,39,73,10,5.8,0,Clear,FALSE,FALSE,TRUE,day
2,Dallas,Dallas_TX,TX,69,27,10,8,0,Mostly Cloudy,TRUE,FALSE,FALSE,day
2,Greenville,Anderson_SC,SC,53.1,69,10,6.9,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,75.9,91,8,18.4,0.08,Light Rain,FALSE,FALSE,TRUE,twilight
2,Saint Paul,Dakota_MN,MN,73.9,79,10,9.2,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,City Of Industry,Los Angeles_CA,CA,64.4,59,10,5.8,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Falls Church,Fairfax County_VA,VA,73.9,46,10,10.4,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Pearl,Rankin_MS,MS,39,82,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
3,Highland Park,Lake_IL,IL,71.1,73,10,10.4,0,Clear,FALSE,FALSE,TRUE,day
2,Long Beach,Los Angeles_CA,CA,74,71,10,7,0,Fair,TRUE,FALSE,FALSE,night
2,Saint Louis,St. Louis County_MO,MO,77,94,10,5,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Somerville,Middlesex_MA,MA,34,92,0.8,12.7,0,Light Snow,FALSE,FALSE,FALSE,day
2,Grand Rapids,Kent_MI,MI,86,43,10,13.8,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Iselin,Middlesex_NJ,NJ,53.1,47,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
3,Council Bluffs,Pottawattamie_IA,IA,21,81,0.8,13.8,0,Light Snow,FALSE,FALSE,FALSE,night
2,Redwood City,San Mateo_CA,CA,71.6,60,10,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,twilight
2,Charlotte,Mecklenburg_NC,NC,66.2,83,10,0,0,Clear,FALSE,FALSE,TRUE,night
2,Nevada City,Nevada_CA,CA,57.2,48,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
3,Minneapolis,Hennepin_MN,MN,1,57,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
2,Tempe,Maricopa_AZ,AZ,66,23,10,5.8,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Los Angeles,Los Angeles_CA,CA,68,84,10,0,0,Fair,TRUE,FALSE,FALSE,day
2,Zebulon,Wake_NC,NC,50,87,5,0,0.01,Light Rain,FALSE,FALSE,FALSE,day
3,East Brunswick,Middlesex_NJ,NJ,56,73,10,0,0,Cloudy,FALSE,FALSE,FALSE,night
2,Statesville,Iredell_NC,NC,57.7,83,10,5.8,0,Overcast,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,73.4,69,10,6.9,0,Scattered Clouds,FALSE,FALSE,TRUE,day
2,Clarendon Hills,DuPage_IL,IL,35,64,10,14,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Torrance,Los Angeles_CA,CA,81,56,10,6.9,0,Clear,FALSE,FALSE,FALSE,day
3,Culver City,Los Angeles_CA,CA,64.9,75,10,8.1,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Ellenton,Manatee_FL,FL,64,65,10,19.6,0,Mostly Cloudy,FALSE,FALSE,FALSE,twilight
3,Pueblo,Pueblo_CO,CO,37,76,10,8,0,Fair,FALSE,FALSE,FALSE,twilight
3,New Orleans,Orleans_LA,LA,86,79,10,10.4,0,Clear,FALSE,FALSE,FALSE,night
2,Saint Helena,Napa_CA,CA,59,78,10,7,0,Cloudy,FALSE,FALSE,FALSE,day
2,Tulare,Tulare_CA,CA,61,46,10,6.9,0,Clear,FALSE,FALSE,FALSE,twilight
2,Buena Park,Orange_CA,CA,73,49,10,7,0,Fair,FALSE,FALSE,FALSE,day
3,Los Angeles,Los Angeles_CA,CA,70,12,10,7,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Oxford,New Haven_CT,CT,34,59,10,15,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Raphine,Rockbridge_VA,VA,42.8,47,10,10.4,0,Overcast,FALSE,FALSE,FALSE,day
2,Nashville,Davidson_TN,TN,61,72,10,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Upland,San Bernardino_CA,CA,52,97,3,8.1,0.23,Rain,FALSE,FALSE,FALSE,twilight
2,Pearland,Brazoria_TX,TX,46,73,10,0,0,Clear,FALSE,FALSE,FALSE,night
2,Cascade Locks,Hood River_OR,OR,46,89,8,5,0.05,Light Rain,FALSE,FALSE,FALSE,twilight
2,Oklahoma City,Oklahoma_OK,OK,61,90,10,11.5,0,Light Rain,FALSE,FALSE,TRUE,day
2,Sterling,Loudoun_VA,VA,54,83,10,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Boynton Beach,Palm Beach_FL,FL,64,93,10,9.2,0,Overcast,FALSE,FALSE,FALSE,day
2,Bloomsbury,Warren_NJ,NJ,44,85,10,5,0,Fair,FALSE,FALSE,FALSE,day
2,Bakersfield,Kern_CA,CA,43,74,10,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,64.4,22,10,12.7,0,Clear,FALSE,FALSE,FALSE,day
2,Jacksonville,Duval_FL,FL,80.1,67,10,6.9,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Tulsa,Tulsa_OK,OK,72,53,10,16.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Hallandale,Broward_FL,FL,73,68,10,9.2,0,Partly Cloudy,FALSE,FALSE,FALSE,twilight
3,Atlanta,Fulton_GA,GA,80.1,81,9,6.9,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Aurora,Marion_OR,OR,57,55,10,5,0,Cloudy,FALSE,FALSE,FALSE,day
2,San Leandro,Alameda_CA,CA,46.9,77,10,6.9,0,Overcast,FALSE,FALSE,FALSE,day
2,Waukee,Dallas_IA,IA,84,63,10,16.1,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
3,Linthicum Heights,Anne Arundel_MD,MD,36,82,10,3.5,0,Scattered Clouds,TRUE,FALSE,FALSE,day
3,Mesquite,Dallas_TX,TX,71.6,38,10,9.2,0,Clear,FALSE,FALSE,FALSE,day
2,Warren,Macomb_MI,MI,71.1,90,9,4.6,0,Overcast,FALSE,FALSE,TRUE,twilight
2,Queen Creek,Maricopa_AZ,AZ,82,42,10,5,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Okeechobee,Osceola_FL,FL,87.8,66,10,8.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
4,Mount Airy,Frederick_MD,MD,30.2,100,2,13.8,0,Snow,FALSE,FALSE,FALSE,day
2,Francestown,Hillsborough_NH,NH,37.9,32,10,3.5,0,Clear,FALSE,FALSE,FALSE,day
3,Tampa,Hillsborough_FL,FL,59,100,1.5,0,0,Mist,FALSE,FALSE,FALSE,day
2,Belle,Kanawha_WV,WV,84,63,10,11.5,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Oakland,Alameda_CA,CA,68,68,10,8.1,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Burton,Genesee_MI,MI,41,89,10,0,0,Scattered Clouds,FALSE,FALSE,FALSE,day
3,Los Angeles,Los Angeles_CA,CA,50,83,5,3,0.08,Rain,FALSE,FALSE,TRUE,twilight
2,Reno,Washoe_NV,NV,72,26,10,4.6,0,Partly Cloudy,FALSE,FALSE,TRUE,day
3,Cleveland,Cuyahoga_OH,OH,21.2,80,20,0,0,Partly Cloudy,FALSE,FALSE,FALSE,twilight
3,Sacramento,Sacramento_CA,CA,96.8,20,10,9.2,0,Clear,FALSE,FALSE,FALSE,day
3,Renton,King_WA,WA,30.9,47,10,0,0,Clear,FALSE,FALSE,FALSE,night
2,Hoover,Jefferson_AL,AL,84,33,10,9.2,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Sacramento,Sacramento_CA,CA,57,100,2,9.2,0.09,Light Rain,FALSE,FALSE,FALSE,day
2,Gig Harbor,Pierce_WA,WA,54,90,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Sarasota,Sarasota_FL,FL,64.9,65,10,11.5,0,Clear,FALSE,FALSE,TRUE,day
2,Canton,Haywood_NC,NC,52,97,0.25,0,0,Fog,FALSE,FALSE,FALSE,day
2,Gloversville,Fulton_NY,NY,77,57,10,5,0,Fair,FALSE,FALSE,FALSE,day
3,Saint Paul,Ramsey_MN,MN,15.1,68,10,11.5,0,Clear,FALSE,FALSE,FALSE,night
2,Clermont,Lake_FL,FL,45,60,10,13.8,0,Clear,FALSE,FALSE,FALSE,day
3,Libertyville,Lake_IL,IL,78.1,56,10,10.4,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,75.2,36,10,4.6,0,Clear,FALSE,FALSE,TRUE,day
3,Houston,Harris_TX,TX,98.6,39,9,9.2,0,Clear,FALSE,FALSE,FALSE,day
3,Milford,Worcester_MA,MA,73,84,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,La Crescenta,Los Angeles_CA,CA,60.1,72,10,6.9,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Cortlandt Manor,Westchester_NY,NY,18,48,10,12.7,0,Partly Cloudy,FALSE,FALSE,FALSE,twilight
3,Randolph,Norfolk_MA,MA,24,42,10,9,0,Fair,FALSE,FALSE,FALSE,day
2,Raleigh,Wake_NC,NC,82.9,44,10,12.7,0,Partly Cloudy,FALSE,FALSE,FALSE,day
3,Downey,Los Angeles_CA,CA,73.9,73,10,5.8,0,Scattered Clouds,FALSE,FALSE,FALSE,day
4,Painesville,Lake_OH,OH,19.4,86,3,16.1,0,Light Snow,FALSE,FALSE,FALSE,day
2,Spartanburg,Spartanburg_SC,SC,37,93,10,0,0,Fair,FALSE,FALSE,TRUE,day
2,Walnut,Los Angeles_CA,CA,71.6,53,10,3.5,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Roswell,Fulton_GA,GA,32,88,4,4.6,0.06,Light Freezing Rain,FALSE,FALSE,FALSE,night
3,Alexandria,Fairfax County_VA,VA,77.4,46,10,8.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Longwood,Seminole_FL,FL,84,51,10,14,0,Partly Cloudy,FALSE,FALSE,TRUE,day
2,Brooklyn,Kings_NY,NY,73,87,9,0,0,Cloudy,TRUE,FALSE,FALSE,day
3,Cleveland,Cuyahoga_OH,OH,78,71,7,10,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Hazlet,Monmouth_NJ,NJ,60.4,95,7,4.6,0,Mostly Cloudy,FALSE,FALSE,FALSE,twilight
3,Sarasota,Sarasota_FL,FL,91.9,54,10,12.7,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Detroit,Wayne_MI,MI,63,48,10,29,0,Partly Cloudy / Windy,TRUE,FALSE,FALSE,day
3,Oakland,Alameda_CA,CA,55,83,8,3.5,0,Clear,FALSE,FALSE,FALSE,day
2,Zion,Lake_IL,IL,50,48,10,10.4,0,Clear,FALSE,FALSE,TRUE,day
2,Portland,Multnomah_OR,OR,55,83,10,3,0,Cloudy,FALSE,FALSE,FALSE,day
2,Pleasanton,Alameda_CA,CA,48.9,90,10,5.8,0,Light Rain,FALSE,FALSE,FALSE,day
4,Fort Worth,Tarrant_TX,TX,73.9,87,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,71.1,100,2.5,3.5,0.22,Heavy Rain,FALSE,FALSE,TRUE,day
3,Minneapolis,Hennepin_MN,MN,79,60,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
2,Diamond Bar,Los Angeles_CA,CA,86,40,10,13.8,0,Clear,FALSE,FALSE,FALSE,day
2,Atlanta,Fulton_GA,GA,61,70,10,11.5,0,Overcast,FALSE,FALSE,FALSE,day
2,Santa Paula,Ventura_CA,CA,73,20,10,18.4,0,Clear,FALSE,FALSE,FALSE,day
2,Stockton,San Joaquin_CA,CA,46.9,93,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
2,Avondale,Maricopa_AZ,AZ,64.4,22,10,6.9,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Santa Rosa,Sonoma_CA,CA,80.1,34,10,12.7,0,Clear,TRUE,FALSE,FALSE,day
2,Stockton,San Joaquin_CA,CA,73.9,48,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
2,Morton,Tazewell_IL,IL,87.1,59,10,11.5,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Ormond Beach,Volusia_FL,FL,57.2,29,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
2,East Orange,Essex_NJ,NJ,73.9,79,10,13.8,0,Overcast,FALSE,FALSE,FALSE,day
3,Woodbine,Howard_MD,MD,64.4,94,10,0,0,Overcast,FALSE,FALSE,FALSE,day
2,Oklahoma City,Oklahoma_OK,OK,80.1,50,10,11.5,0,Scattered Clouds,FALSE,FALSE,TRUE,day
2,Whittier,Los Angeles_CA,CA,72,57,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
3,Akron,Summit_OH,OH,52,50,10,11.5,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Dayton,Montgomery_OH,OH,50,93,10,6.9,0,Overcast,TRUE,FALSE,FALSE,twilight
3,Tampa,Hillsborough_FL,FL,60.8,82,10,3.5,0,Overcast,FALSE,FALSE,FALSE,day
3,Memphis,Shelby_TN,TN,48.2,82,5,0,0,Haze,FALSE,FALSE,FALSE,twilight
2,Salt Lake City,Salt Lake_UT,UT,32,69,8,3,0,Mostly Cloudy,FALSE,FALSE,FALSE,night
2,Sacramento,Sacramento_CA,CA,57.9,78,10,6.9,0,Clear,FALSE,FALSE,FALSE,night
2,Buena Park,Orange_CA,CA,69.1,51,10,4.6,0,Clear,TRUE,FALSE,FALSE,day
3,Bowman,Orangeburg_SC,SC,95,38,10,6,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
4,Bay City,Bay_MI,MI,30.2,86,10,6.9,0,Overcast,FALSE,FALSE,FALSE,day
3,Houston,Harris_TX,TX,64.4,30,10,9.2,0,Clear,FALSE,FALSE,TRUE,night
2,Bremerton,Kitsap_WA,WA,66.9,51,10,8.1,0,Overcast,FALSE,FALSE,TRUE,day
2,Peoria,Maricopa_AZ,AZ,80.6,24,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
3,Mobile,Mobile_AL,AL,68,50,10,11.5,0,Clear,TRUE,FALSE,FALSE,day
2,Raleigh,Wake_NC,NC,53.1,48,10,8.1,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
3,Seattle,King_WA,WA,66.9,52,10,4.6,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Los Angeles,Los Angeles_CA,CA,72,64,10,0,0,Fair,FALSE,FALSE,FALSE,night
2,Augusta,Richmond_GA,GA,62,34,10,6,0,Fair,FALSE,FALSE,FALSE,day
4,Cincinnati,Clermont_OH,OH,43.2,46,10,11.5,0,Clear,FALSE,FALSE,FALSE,night
2,Austin,Travis_TX,TX,70,93,4,5.8,0.02,Light Rain,FALSE,FALSE,FALSE,day
4,Marion,Grant_IN,IN,60,80,7,0,0,Cloudy,FALSE,FALSE,FALSE,day
2,Vernon Hills,Lake_IL,IL,66.9,73,10,6.9,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Ramsey,Bergen_NJ,NJ,82.9,65,10,4.6,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,San Jose,Santa Clara_CA,CA,62,62,10,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Oakland,Alameda_CA,CA,70,63,10,13.8,0,Clear,TRUE,FALSE,FALSE,day
2,Fairfield,Solano_CA,CA,52.7,69,10,12.7,0,Clear,FALSE,FALSE,TRUE,twilight
2,Sacramento,Sacramento_CA,CA,70,9,10,28,0,Fair / Windy,FALSE,FALSE,TRUE,day
2,Los Gatos,Santa Clara_CA,CA,57.9,75,10,6.9,0,Mostly Cloudy,TRUE,FALSE,FALSE,day
2,Elmsford,Westchester_NY,NY,63,60,10,23,0,Fair / Windy,FALSE,FALSE,FALSE,day
2,Sterling Heights,Macomb_MI,MI,24.3,100,10,0,0,Overcast,FALSE,FALSE,FALSE,twilight
3,Madison,Madison_AL,AL,79,53,10,8,0,Fair,FALSE,FALSE,FALSE,day
3,Louisville,Jefferson_KY,KY,43,76,10,6.9,0,Clear,FALSE,FALSE,FALSE,night
2,Tucson,Pima_AZ,AZ,73.4,20,10,10.4,0,Clear,FALSE,FALSE,TRUE,day
2,Nephi,Juab_UT,UT,36,93,10,9,0.01,Light Rain,FALSE,FALSE,FALSE,night
3,Omaha,Douglas_NE,NE,62.1,50,10,9.2,0,Clear,FALSE,FALSE,FALSE,day
2,Salem,Marion_OR,OR,52,86,5,33.4,0.17,Rain,FALSE,FALSE,FALSE,night
2,Granville,Licking_OH,OH,71,70,10,3,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Oklahoma City,Oklahoma_OK,OK,51.1,80,10,0,0,Mostly Cloudy,FALSE,FALSE,TRUE,night
3,San Pablo,Contra Costa_CA,CA,48,80,10,0,0,Fair,FALSE,FALSE,FALSE,night
3,Plymouth,Wayne_MI,MI,7,53,10,12.7,0,Clear,FALSE,FALSE,FALSE,twilight
2,Fullerton,Orange_CA,CA,73,51,10,5.8,0,Clear,FALSE,FALSE,FALSE,day
2,Lisle,Dupage_IL,IL,68,43,9,6.9,0,Clear,FALSE,FALSE,TRUE,night
2,Dallas,Dallas_TX,TX,71.1,53,10,4.6,0,Clear,FALSE,FALSE,FALSE,day
2,Anaheim,Orange_CA,CA,57,93,5,10.4,0.01,Overcast,FALSE,FALSE,FALSE,day
2,Anderson,Anderson_SC,SC,66,25,10,9.2,0,Clear,FALSE,FALSE,TRUE,day
2,Dallas,Dallas_TX,TX,72,97,6,3.5,0,Overcast,FALSE,FALSE,TRUE,day
3,Tempe,Maricopa_AZ,AZ,63,54,10,11.5,0,Light Rain,FALSE,FALSE,FALSE,day
4,Elizabethtown,Jennings_IN,IN,21,68,10,0,0,Fair,FALSE,FALSE,FALSE,night
2,Saint Paul,Ramsey_MN,MN,35.6,70,10,9.2,0,Scattered Clouds,FALSE,FALSE,FALSE,day
2,Inman,Spartanburg_SC,SC,41,87,10,0,0,Scattered Clouds,FALSE,FALSE,FALSE,twilight
2,Clarksburg,Yolo_CA,CA,57,40,1.2,0,0,Smoke,FALSE,FALSE,FALSE,day
2,Oklahoma City,Oklahoma_OK,OK,49.5,92,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Hampton Bays,Suffolk_NY,NY,73,84,10,20.7,0,Overcast,FALSE,FALSE,FALSE,day
2,Grand Rapids,Kent_MI,MI,73.9,79,10,5.8,0,Overcast,FALSE,FALSE,TRUE,day
3,Medford,Middlesex_MA,MA,57,67,10,10.4,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Oklahoma City,Cleveland_OK,OK,33.8,70,10,12.7,0,Overcast,FALSE,FALSE,FALSE,twilight
3,Saint Paul,Ramsey_MN,MN,28,78,10,9.2,0,Overcast,FALSE,FALSE,FALSE,twilight
3,Houston,Harris_TX,TX,89.6,55,10,5.8,0,Clear,FALSE,FALSE,TRUE,day
3,Riverdale,Prince George's_MD,MD,63.7,83,10,3.5,0,Overcast,FALSE,FALSE,FALSE,day
2,Tustin,Orange_CA,CA,43,58,10,0,0,Clear,FALSE,FALSE,FALSE,twilight
2,Tempe,Maricopa_AZ,AZ,84,14,10,9.2,0,Partly Cloudy,FALSE,FALSE,TRUE,day
3,Castaic,Los Angeles_CA,CA,69,63,10,5,0,Fair,FALSE,FALSE,FALSE,night
2,Bokeelia,Lee_FL,FL,32,64,10,8.1,0,Clear,FALSE,FALSE,FALSE,night
2,Rio Linda,Sacramento_CA,CA,68,18,10,5,0,Fair,FALSE,FALSE,FALSE,day
2,Austin,Travis_TX,TX,66.9,93,6,12.7,0.12,Light Rain,FALSE,FALSE,TRUE,day
2,Rochester,Monroe_NY,NY,50,93,0.25,0,0,Fog,FALSE,FALSE,FALSE,twilight
3,Summerville,Berkeley_SC,SC,68,43,10,13,0,Fair,FALSE,FALSE,FALSE,day
2,Austin,Travis_TX,TX,75,69,10,11.5,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Miami,Miami-Dade_FL,FL,81,82,10,13.8,0,Overcast,FALSE,FALSE,FALSE,day
3,South Ozone Park,Queens_NY,NY,57.9,87,8,6.9,0,Scattered Clouds,TRUE,FALSE,FALSE,night
3,Canton,Wayne_MI,MI,18,62,10,10.4,0,Overcast,FALSE,FALSE,FALSE,night
2,Omaha,Douglas_NE,NE,10,53,10,4.6,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Palm Harbor,Pinellas_FL,FL,86,63,10,3,0,Partly Cloudy,FALSE,FALSE,FALSE,day
2,Compton,Los Angeles_CA,CA,80.1,31,10,8.1,0,Clear,FALSE,FALSE,TRUE,day
2,Charlotte,Mecklenburg_NC,NC,69.8,49,10,0,0,Scattered Clouds,FALSE,FALSE,TRUE,twilight
2,Brooklyn,Kings_NY,NY,19.9,60,10,4.6,0,Mostly Cloudy,FALSE,FALSE,FALSE,twilight
3,Raleigh,Wake_NC,NC,68,93,10,0,0,Mostly Cloudy,TRUE,FALSE,FALSE,twilight
2,Los Angeles,Los Angeles_CA,CA,80,54,10,9,0,Fair,FALSE,FALSE,FALSE,day
3,Providence,Providence_RI,RI,39.9,53,10,4.6,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Los Angeles,Los Angeles_CA,CA,59,67,10,8.1,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
2,Houston,Harris_TX,TX,57.2,48,10,12.7,0,Clear,FALSE,FALSE,FALSE,day
2,Pendleton,Umatilla_OR,OR,33.1,96,1.8,5.8,0,Overcast,FALSE,FALSE,FALSE,night
3,Azusa,Los Angeles_CA,CA,62.6,68,10,0,0,Mostly Cloudy,FALSE,FALSE,FALSE,day
3,Oklahoma City,Oklahoma_OK,OK,90,54,10,17,0,Cloudy,FALSE,FALSE,FALSE,day
3,Kansas City,Jackson_MO,MO,73,87,10,7,0,Cloudy,FALSE,FALSE,TRUE,day
2,Memphis,Shelby_TN,TN,63,100,8,6.9,0.4,Light Rain,FALSE,FALSE,FALSE,day
2,Austin,Travis_TX,TX,80,45,10,5,0,Fair,FALSE,FALSE,FALSE,day
2,Old Hickory,Davidson_TN,TN,61,87,10,3.5,0,Mostly Cloudy,FALSE,FALSE,FALSE,night
2,Los Angeles,Los Angeles_CA,CA,59,62,10,0,0,Clear,FALSE,FALSE,FALSE,night
2,Fresno,Fresno_CA,CA,72,33,10,0,0,Clear,FALSE,FALSE,FALSE,twilight
2,Immokalee,Collier_FL,FL,89.6,62,10,0,0,Mostly Cloudy,FALSE,FALSE,TRUE,day
2,Louisville,Jefferson_KY,KY,78,56,10,22,0,Fair / Windy,TRUE,FALSE,FALSE,day
2,Smithtown,Suffolk_NY,NY,59,72,10,10.4,0,Clear,FALSE,FALSE,FALSE,day
3,Saint Paul,Washington_MN,MN,59,60,10,8,0,Cloudy,FALSE,FALSE,FALSE,day
2,Corona,Riverside_CA,CA,70,73,10,8,0,Fair,FALSE,FALSE,FALSE,night
3,Jacksonville,Duval_FL,FL,64.4,21,10,8.1,0,Clear,FALSE,FALSE,FALSE,day
3,Longwood,Seminole_FL,FL,71.1,96,6,5.8,0.06,Light Rain,FALSE,FALSE,FALSE,twilight
3,Elko,Houston_GA,GA,58.5,81,10,0,0,Clear,FALSE,FALSE,FALSE,night
2,San Lorenzo,Alameda_CA,CA,70,51,10,0,0,Fair,FALSE,FALSE,TRUE,night
2,San Bruno,San Mateo_CA,CA,57,83,10,3.5,0,Partly Cloudy,FALSE,FALSE,FALSE,twilight
2,Sandusky,Erie_OH,OH,69.8,78,10,12.7,0,Overcast,FALSE,FALSE,FALSE,day
2,Elgin,Kane_IL,IL,49,69,10,5,0,Cloudy,FALSE,FALSE,FALSE,day
2,Sherman Oaks,Los Angeles_CA,CA,69.1,36,10,0,0,Clear,FALSE,FALSE,FALSE,day
2,Charlotte,Mecklenburg_NC,NC,72,93,10,5.8,0.54,Light Rain,FALSE,FALSE,FALSE,day
2,Trenton,Mercer_NJ,NJ,37.9,83,7,0,0,Clear,FALSE,FALSE,FALSE,day
2,Wilsonville,Clackamas_OR,OR,43,93,8,0,0,Fair,TRUE,FALSE,FALSE,day
